,ポケモン名,HP,攻撃,防御,特攻,特防,素早,オリジナルのタイプ1,オリジナルのタイプ2,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,カイリュー,マリルリ,ハッサム,キノガッサ,ガブリアス,ジバコイル,ウルガモス,ミミッキュ,アーマーガア,ドラパルト,マスカーニャ,キョジオーン,キラフロル,ヘイラッシャ,コノヨザル,ドオー,ドドゲザン,イダイナキバ,ハバタクカミ,テツノツツミ,テツノカイナ,テツノドクガ,セグレイブ,サーフゴー,チオンジェン,パオジアン,ディンルー,イーユイ,イルカマン(マイティ),ウォッシュロトム
56,クサイハナ,60,65,70,85,75,40,くさ,どく,0.0,1.0,-1.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-3.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,1.0,1.0,0.0,-2.0,1.0,0.0,1.0,-1.0,-2.0
57,ラフレシア,75,80,85,110,90,50,くさ,どく,0.0,1.0,-1.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-3.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,1.0,1.0,0.0,-2.0,1.0,0.0,1.0,-1.0,-2.0
58,パラス,35,70,55,45,55,25,むし,くさ,0.0,2.0,-1.0,-1.0,-2.0,1.0,-1.0,1.0,-2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,-3.0,-2.0,-1.0,3.0,0.0,2.0,0.0,-2.0,1.0,2.0,-1.0,-1.0,-1.0,0.0,-3.0,0.0,0.0,-2.0,3.0,1.0,0.0,-2.0,1.0,-2.0,2.0,-1.0,-2.0
59,パラセクト,60,95,80,60,80,30,むし,くさ,0.0,2.0,-1.0,-1.0,-2.0,1.0,-1.0,1.0,-2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,-3.0,-2.0,-1.0,3.0,0.0,2.0,0.0,-2.0,1.0,2.0,-1.0,-1.0,-1.0,0.0,-3.0,0.0,0.0,-2.0,3.0,1.0,0.0,-2.0,1.0,-2.0,2.0,-1.0,-2.0
60,コンパン,60,55,50,40,55,45,むし,どく,0.0,1.0,0.0,0.0,-2.0,0.0,-2.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-4.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,1.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-1.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0
61,モルフォン,70,65,60,90,75,90,むし,どく,0.0,1.0,0.0,0.0,-2.0,0.0,-2.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-4.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,1.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-1.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0
62,ディグダ,10,55,25,35,45,95,じめん,なし,0.0,0.0,1.0,-3.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,-3.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.0
63,アローラディグダ,10,55,30,35,45,90,じめん,はがね,-1.0,1.0,1.0,-3.0,0.0,0.0,1.0,-3.0,1.0,-1.0,-1.0,-1.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,0.0,-2.0,1.0,0.0,-4.0,0.0,-1.0,-2.0,-1.0,0.0,-2.0,-5.0,1.0,1.0,-2.0,-1.0,2.0,-1.0,1.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0
64,ダグトリオ,35,100,50,50,70,120,じめん,なし,0.0,0.0,1.0,-3.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,-3.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.0
65,アローラダグトリオ,35,100,60,50,70,110,じめん,はがね,-1.0,1.0,1.0,-3.0,0.0,0.0,1.0,-3.0,1.0,-1.0,-1.0,-1.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,0.0,-2.0,1.0,0.0,-4.0,0.0,-1.0,-2.0,-1.0,0.0,-2.0,-5.0,1.0,1.0,-2.0,-1.0,2.0,-1.0,1.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0
66,ニャース,40,45,35,40,40,90,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
67,アローラニャース,40,35,35,50,40,90,あく,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
68,ガラルニャース,50,65,55,40,40,40,はがね,なし,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,-4.0,0.0,1.0,-2.0,-1.0,2.0,-1.0,-1.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0
69,ペルシアン,65,70,60,65,65,115,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
70,アローラペルシアン,65,60,60,75,65,115,あく,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
71,コダック,50,52,48,65,50,55,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
72,ゴルダック,80,82,78,95,80,85,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
73,マンキー,40,80,35,35,45,70,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
74,オコリザル,65,105,60,60,70,95,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
75,ガーディ,55,70,45,70,50,60,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
76,ガーディ(ヒスイ),60,75,45,65,50,55,ほのお,いわ,-1.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-1.0,2.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,0.0,-3.0,-1.0,-1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,-1.0,1.0,1.0,-3.0,-1.0,0.0,0.0,-1.0,2.0,-2.0,2.0,2.0
77,ウインディ,90,110,80,100,80,95,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
78,ウインディ(ヒスイ),95,115,80,95,80,90,ほのお,いわ,-1.0,-2.0,2.0,0.0,0.0,-1.0,1.0,-1.0,2.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,0.0,-3.0,-1.0,-1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,-1.0,1.0,1.0,-3.0,-1.0,0.0,0.0,-1.0,2.0,-2.0,2.0,2.0
79,ニョロモ,40,50,40,40,40,90,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
80,ニョロゾ,65,65,65,50,50,90,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
81,ニョロボン,90,95,95,70,90,70,みず,かくとう,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,1.0,-2.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-2.0,-1.0,0.0
82,ケーシィ,25,20,15,105,55,90,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
83,ユンゲラー,40,35,30,120,70,105,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
84,フーディン,55,50,45,135,95,120,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
85,メガフーディン,55,50,65,175,105,150,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
86,ワンリキー,70,80,50,35,35,35,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
87,ゴーリキー,80,100,70,50,60,45,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
88,カイリキー,90,130,80,65,85,55,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
89,マダツボミ,50,75,35,70,30,40,くさ,どく,0.0,1.0,-1.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-3.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,1.0,1.0,0.0,-2.0,1.0,0.0,1.0,-1.0,-2.0
90,ウツドン,65,90,50,85,45,55,くさ,どく,0.0,1.0,-1.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-3.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,1.0,1.0,0.0,-2.0,1.0,0.0,1.0,-1.0,-2.0
91,ウツボット,80,105,65,100,70,70,くさ,どく,0.0,1.0,-1.0,-1.0,-2.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-3.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,1.0,1.0,0.0,-2.0,1.0,0.0,1.0,-1.0,-2.0
92,メノクラゲ,40,40,35,50,100,70,みず,どく,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,-1.0,1.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0
93,ドククラゲ,80,70,65,80,120,100,みず,どく,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,-1.0,1.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0
94,イシツブテ,40,80,100,30,30,20,いわ,じめん,-1.0,-1.0,2.0,-3.0,2.0,1.0,1.0,-2.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,3.0,1.0,-2.0,-1.0,0.0,0.0,0.0,2.0,-1.0,-3.0,2.0,1.0,-1.0,1.0,2.0,0.0,3.0,-2.0,-3.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,-1.0
95,アローライシツブテ,40,80,100,30,30,20,いわ,でんき,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,2.0,2.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,2.0,-1.0,1.0,0.0
96,ゴローン,55,95,115,45,45,35,いわ,じめん,-1.0,-1.0,2.0,-3.0,2.0,1.0,1.0,-2.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,3.0,1.0,-2.0,-1.0,0.0,0.0,0.0,2.0,-1.0,-3.0,2.0,1.0,-1.0,1.0,2.0,0.0,3.0,-2.0,-3.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,-1.0
97,アローラゴローン,55,95,115,45,45,35,いわ,でんき,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,2.0,2.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,2.0,-1.0,1.0,0.0
98,ゴローニャ,80,120,130,55,65,45,いわ,じめん,-1.0,-1.0,2.0,-3.0,2.0,1.0,1.0,-2.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,3.0,1.0,-2.0,-1.0,0.0,0.0,0.0,2.0,-1.0,-3.0,2.0,1.0,-1.0,1.0,2.0,0.0,3.0,-2.0,-3.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,-1.0
99,アローラゴローニャ,80,120,130,55,65,45,いわ,でんき,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,2.0,2.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,2.0,-1.0,1.0,0.0
100,ポニータ,50,85,55,65,65,90,ほのお,なし,0.0,-3.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-4.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-3.0,-1.0,-1.0,-1.0,-1.0,1.0,-3.0,1.0,1.0
101,ガラルポニータ,50,85,55,65,65,90,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
102,ギャロップ,65,100,70,80,80,105,ほのお,なし,0.0,-3.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-4.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-3.0,-1.0,-1.0,-1.0,-1.0,1.0,-3.0,1.0,1.0
103,ガラルギャロップ,65,100,70,80,80,105,エスパー,フェアリー,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,-3.0,0.0,1.0,-2.0,-3.0,1.0,0.0,1.0,1.0,-2.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-2.0,1.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
104,ヤドン,90,65,65,40,40,15,みず,エスパー,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0
105,ガラルヤドン,90,65,65,40,40,15,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
106,ヤドラン,95,75,110,100,80,30,みず,エスパー,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0
107,ガラルヤドラン,95,100,95,100,70,30,どく,エスパー,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
108,メガヤドラン,95,75,180,130,80,30,みず,エスパー,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0
109,コイル,25,35,70,95,55,45,でんき,はがね,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-3.0,2.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,1.0,-3.0,0.0,-1.0,-4.0,-1.0,-1.0,-1.0,-4.0,0.0,1.0,-1.0,-2.0,3.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-1.0,-1.0,2.0,1.0,0.0,-1.0
110,レアコイル,50,60,95,120,70,70,でんき,はがね,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-3.0,2.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,1.0,-3.0,0.0,-1.0,-4.0,-1.0,-1.0,-1.0,-4.0,0.0,1.0,-1.0,-2.0,3.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-1.0,-1.0,2.0,1.0,0.0,-1.0
111,カモネギ,52,90,55,58,62,60,ノーマル,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,1.0,-1.0,-3.0,0.0,-3.0,-1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,-3.0,0.0,0.0,1.0
112,ガラルカモネギ,52,95,55,58,62,55,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
